Character,Dialogue
Tifa,These all look so familiar.
Barret,Cause we've destroyed a bunch of 'em already.
Barret,Nothin' but a buncha lies!
Cloud,Except that mako has made people's lives better.
Barret,It's made people blind. Blind to the cold hard truth. Even I used to buy into their bullshit. Rememberin' that...makes me even madder.
Barret,This place is empty.
Barret,The hell—!?
Barret,That it?
Cloud,No!
Cloud,Sephiroth...
Barret,"Crazy-ass thing made me wanna puke. And not just 'cause of the presentation, but the content too. Oughta come with a warning! That ain't for kids!"
Cloud,That wasn't just a movie.
Tifa,That huge meteor... What was that about?
Barret,Like I said—nothing you should show a kid.
Barret,What the—!?
Barret,The mayor of Midgar? The empty suit that's just a mouthpiece for Shinra?
Cloud,So what does the mayor want with us?
Barret,Guess we're supposed to follow.
Barret,Look at this place! So what—you telling me the mayor's some kind of crazy bookworm?
Barret,"If this is a trap, you're a dead man, y'hear?"
Barret,This can't be right.
Cloud,What the hell's going on?
Barret,Say what?
Barret,"Huh. Well, this oughta make things easier."
Tifa,We need to break into Professor Hojo's lab.
Cloud,We're here to save a friend who was taken.
Barret,But the president's gonna get his too—if I have anything to say about it.
Barret,Great.
Barret,Hold up. You telling me that that's the best you can do?
Cloud,But you're the mayor.
Barret,"Okay! They did you wrong, like us—but we'll make it right. So just calm down. Deep breaths, man. Deep breaths."
Barret,And then what are we supposed to do?
Cloud,"So, can you tell us anything about this collaborator?"
Barret,You want money!
Barret,"Rip us off more, why don'tcha?"
Barret,That really all you got for us?
Barret,Huh?
Barret,That's better.
Tifa,I still can't believe the mayor is working with Avalanche.
Barret,Would've been nice to know. Idiots at HQ shoulda kept us in the loop.
Aerith,(gasps)
Barret,"Here's the 63rd floor, where loyal Shinra employees relax and recharge!"
Tifa,"It's pretty late, but I bet people are still here dealing with the aftermath of Sector 7."
Barret,It's their own damn fault.
Cloud,Stay focused. We need to find this guy.
Barret,"Yeah, yeah. Guess I better get working on my conversation skills."
Tifa,They look busy.
Cloud,A plate did just fall.
Tifa,Seeing them like this somehow makes me feel a little bit better.
Cloud,Let's find our contact.
Barret,Not seeing any security around. One less thing to worry about.
Barret,Where are you...mister collaborator...
Tifa,I think we just need to start talking to people who look the part.
Barret,"Remember, say ""mayor."""
Tifa,"If they say ""the best,"" then we have a winner."
Barret,The hell's that?
Cloud,Combat sim. You can use it to train for battle in a virtual space.
Barret,Does training in that thing really make you better?
Cloud,The mayor.
Cloud,The mayor.
Cloud,Never mind.
Cloud,The mayor.
Cloud,The mayor.
Cloud,The mayor.
Cloud,The mayor.
Cloud,The mayor.
Cloud,The mayor.
Barret,That's right.
Barret,Say what?
Cloud,We came to get one of our friends. She's being held in a research lab somewhere.
Cloud,We'll find a way in. Know where we can find Hojo?
Barret,Think they like surprises? We can even take the president as a hostage. Think of the leverage!
Cloud,We need to find out what they're planning.
Cloud,Thanks for the tip.
Barret,Old buddy?
Tifa,You okay?
Cloud,Yeah.
Tifa,But you were just—
Cloud,I'm good. Let's keep moving.
Barret,Dammit!
Tifa,Barret.
Barret,"Yeah, yeah, I know. We came here to save Aerith. That's our first priority."
Cloud,"That's right. We only get one chance. Hojo should be at that board meeting, so that'll buy us some time. We need to plan this just right."
Tifa,What's the plan?
Cloud,Little bit of recon. Need to find a way to infiltrate that room.
Barret,You hear the words comin' out of your mouth? We just gotta find that bathroom so we can get into the air duct. Ask anyone here. They can point us in the right direction.
Cloud,"No, thanks. We can find it on our own."
Tifa,"All right, I'll wait out here."
Barret,Huh? You can't hang out here.
Cloud,Tifa. It'd be better if you waited inside.
Tifa,"Maybe, but this is... Oh...never mind, you're right."
Tifa,"Oh, thank god. No one's in here."
Barret,Love to show them what the ones down below look like.
Tifa,"Come on, let's just find that duct."
Cloud,Gotcha.
Barret,"Look, I'm..."
Cloud,On guard duty.
Barret,Right.
Tifa,So...can I go with you? Don't wanna be here any longer than I have to.
Cloud,"Yeah, sure. Just follow behind."
Cloud,This it?
Barret,Anything?
Cloud,The man in the lab coat. Head of R&D. We follow him.
Barret,Okay. And then we kill the son of a bitch.
Cloud,Not until he's led us to Aerith. That's the plan.
Cloud,Let's go.
Barret,Right.
Barret,Don't move! I ain't bluffing.
Barret,"A dozen bullets in your head, unless you open that door right now."
Barret,Shut up. Keep walking.
Barret,None of y'all better move a muscle!
Barret,You'll get used to it.
Barret,Our friend. She's in your lab.
Barret,Tell us where Aerith is!
Barret,Mind speaking up some?
Barret,Hey! Hojo's getting away!
Cloud,Aerith!
Barret,"Cocky little egghead, ain'tcha."
Barret,Y'all 'bout to learn predictable.
Cloud,We're taking Aerith back!
Barret,She only came here to save Marlene!
Barret,Looks like your models got it wrong.
Cloud,But will they get here in time to save you from me?
Cloud,Yeah.
Barret,What are those things up to this time?
Aerith,Cloud!
Cloud,Barret!
Barret,Got it. Stand back.
Aerith,You came for me.
Cloud,Yep.
Tifa,You good?
Aerith,I'm great!
Barret,Thanks for saving Marlene. I owe you one.
Cloud,Save it for later!
Tifa,Aerith! You okay?
Aerith,Mm-hm. Thank you.
Cloud,Let's get outta here.
Barret,The hell was that thing?
Aerith,We need to go!
Tifa,Aerith!
Barret,What the—!?
Cloud,Come on.
Barret,What? You wanna go?
Aerith,Stop. This child's a friend.
Barret,Uhh... So what the hell is it?
Tifa,Did it just talk?
Tifa,Thirteen?
Tifa,Then...you must have another name. What is it?
Cloud,He got away.
Barret,"So, we gonna go get the son of a bitch?"
Cloud,Je...no... Oh... Ah...
Cloud,Mo...ther...
Tifa,Cloud.
Aerith,"Oh, thank goodness. You're awake."
Tifa,You okay?
Cloud,Yeah. Where are we?
Aerith,Where I lived—when I was still a child.
Aerith,"My mom and I stayed here, years ago when I was just a little girl. The room...looks exactly the same."
Aerith,"Every morning, they'd come and take my mom away. I remember crying here alone."
Cloud,"...Aerith. Before we break outta here, talk to us. There's so much we don't know."
Aerith,"I'm...a descendent of the Ancients. That's pretty much it, really. Oh, but just so you know, that's not their actual name. They called themselves...the Cetra."
Barret,"""We who are born of the planet, with her we speak. Her flesh we shape."" ""Unto her promised land she well one day return."" ""By her loving grace and providence may we take our place in paradise."""
Aerith,You know it!
Barret,"Yeah, well... Honestly I thought that part was just a fairy tale."
Aerith,Shinra thinks it's true. They've been searching for the promised land for a long time.
Tifa,And they must think you can lead them to it... Can you?
Aerith,"(sighs) Nope. Someday, maybe, I'll find it in me. But now? Not even if I wanted to."
Barret,"Even if you could, that land belongs to the—I mean... To you and your people. Shinra's after it because they believe it's rich in mako—mako they've got no right to claim. But they'll try to take it anyway, won't they? Hmph. Greedy bastards'll never stop."
Barret,"Okay. New plan. Y'all take Aerith and get the hell outta here. Me, I'mma go bust some Shinra heads."
Aerith,"Barret, wait... You can't do that..."
Barret,"Oh, great. These assholes again! Probably some Shinra science experiment."
Tifa,"Like capital D... ""Destiny""?"
Tifa,And you're saying that that flow is somehow...fixed?
Barret,"So if we're destined for a bleak future, these Whispers will try to keep us on that course? Now wait just a damn minute! How in the hell can you possibly know any of that? Spouting that cryptic stuff—which could all be bullshit! I mean, ain't you a Shinra lab rat—dog?"
Aerith,Listen to me! Please...
Cloud,Aerith.
Aerith,"The Shinra Electric Power Company isn't the real enemy. It started with them, sure...but I promise you...there's a much bigger threat. I just want to do everything in my power to help. All of you... And the planet."
Tifa,Aerith. What are you not telling us?
Aerith,"I'm lost in a maze, and...every step is taking me further from the path... Every time the Whispers touch me...I lose something. A part of myself. ""Follow them. The yellow flowers."""
Tifa,It's okay. We'll find a way out together.
Aerith,Okay.
Barret,Weird...
Barret,Wedge!?
Tifa,You're here!?
Barret,Y-you shouldn't be up and moving!
Tifa,What was that? An explosion?
Tifa,So now we're trapped in here?
Barret,HQ's bailing us out? I doubt it. Not after all the shit we've pulled.
Tifa,"Thanks, Wedge."
Barret,I didn't ask him to do any of that.
Cloud,"Yeah, well, I'm glad he did."
Barret,Huh? Heh. I'mma still chew him out for it later.
Barret,"Anyway, we gotta get to the roof, right?"
Barret,That elevator. Was it this way?
Barret,What happened here?
Aerith,The little ones in the pods. Where did they go?
Barret,Now what do we do?
Cloud,Someone's picking a fight.
Barret,So go give 'em one already!
Cloud,Way ahead of you!
Barret,Nice job!
Barret,What?
Barret,Shit—what the hell Red!?
Cloud,Cool.
Cloud,So...what are you gonna do now?
Cloud,Let's go.
Tifa,Right.
Barret,Hell is this place?
Barret,What I wouldn't give to burn it all down...but we need to get to the roof.
Barret,What is that...?
Aerith,Jenova.
Tifa,Cloud?
Cloud,Tell me. Is it really you?
Sephiroth,Don't deny me. Embrace me.
Cloud,(screams)
Aerith,Cloud!
Sephiroth,A touching reunion.
Cloud,I'd better hurry.
Cloud,Test subject pods? Guess I can use these.
Cloud,Thanks.
Cloud,Yeah. Where're the others?
Cloud,Let's go.
Cloud,"If we flip that switch, we can get to the other side."
Cloud,You sure?
Barret,What kind of freak show have they got going on in here?
Barret,Stay back!
Cloud,Need hand?
Barret,"Yeah, right! Just having a little bit of fun with them, that's all."
Cloud,For how long?
Barret,Long as it took you to get here?
Barret,"Shit, it's like they're churning out monsters here."
Barret,Hey... You okay?
Cloud,Yeah. I'm fine...
Barret,If you say so.
Cloud,Guess we're out.
Barret,"First, we find Tifa and Aerith. Then we head for the roof. Should be an elevator somewhere. Didn't expect any of this, but we just gotta roll with it. Come on, let's go."
Barret,All right. Now you're starting to impress me.
Aerith,We got 'em!
Barret,"Yeah! Keep it up, y'all!"
Aerith,Don't move an inch! We'll head down too. Be right there!
Barret,Huh? I can't hear what you're saying!
Tifa,Hello? Cloud? Can you hear me?
Cloud,Yeah. You okay in there?
Tifa,"No need to worry. We're fine, but what do we do now? I don't see any way out of this room."
Barret,What!?
Barret,"""Necessary preparations""? What the hell is this asshole talking about?"
Tifa,Can't we just ignore him and keep going?
Tifa,"He said something about a ward, right? I'm pretty sure I saw a door to one upstairs somewhere."
Aerith,So...you wanna check it out?
Cloud,You two'll be on your own. Be careful.
Tifa,Thanks. We will.
Barret,We'll be waiting right here. If anything happens—anything at all—you call us. All right?
Aerith,Roger that!
Tifa,"Hey, you think Cloud's doing okay? He's been acting really weird lately—more than usual."
Aerith,"True, but it's Cloud—I'm sure he'll be fine. But what about you, Tifa? How are you holding up?"
Tifa,Huh? Oh (chuckles) I'm fine!
Tifa,"I guess this has to be the 3rd ward, right?"
Aerith,Think so. But it looks like the door's locked.
Tifa,There has to be something we can do. Let's look around.
Aerith,Gotcha.
Aerith,Look! Now they can get across too.
Tifa,We should let Cloud know.
Tifa,"Cloud, can you hear me? We found the door to that ward he was talking about, but it's locked and we can't get it open."
Cloud,All right.
Aerith,About those preparations Hojo mentioned before... I think we're supposed to do something with that.
Aerith,We were fiddling with some sort of control panel. Do you see a way to get across now?
Cloud,All right. We'll make our way to the central terminal. Sit tight until you hear from us.
Barret,"The hell kind of ""research"" is this?"
Barret,I don't give a shit about any of that.
Barret,Hmph! So this asshole thinks he can treat us like his experiments.
Barret,Wait sec. Weren't the girls right by the door to the 3rd ward?
Barret,What the—?
Cloud,"Tifa, you there? We accessed the central terminal. The door should be unlocked now."
Cloud,Any one of Hojo's twisted creations could be in that ward. Be careful.
Tifa,We will. See you in a bit.
Tifa,"Uh, what is this place for?"
Aerith,There's a...sadness...
Aerith,Look.
Tifa,Let's get across with those.
Aerith,That hurt. Did we wake 'em up?
Tifa,"Yeah, looks like it."
Tifa,Is this really the exit?
Aerith,I hate that man. I really do.
Tifa,You think now the others can get across too?
Tifa,"Hey, Cloud?"
Cloud,Tifa?
Tifa,"We used the control panel here a little while ago, so you should be able to get to the other side. Can you check?"
Barret,Roger that. Was gettin' pretty bored anyway.
Cloud,"You two, stay there. We'll call if anything comes up."
Aerith,Okay. Be careful.
Cloud,More of Hojo's experiments.
Barret,Why don'tcha come down here and ask me?
Barret,Hey! We ain't done yet!
Barret,How'd ya like watchin' your precious toys get torn to shreds!?
Barret,Look! Now's our chance to kill the bastard! Time for you to pay the piper!
Barret,Shit. Looks like Red might need our help up there!
Barret,C'mon! We're going!
Barret,Get outta here!
Barret,What was that thing?
Cloud,Where's Hojo?
Cloud,Forget about him for now.
Barret,"Remind me. This ain't a hospital, is it?"
Cloud,They're enhanced...or dissected.
Barret,This guy's a real piece of work...
Barret,Now what!?
Barret,"Hey, let us out!"
Barret,I remember you!
Barret,Fine! One step at a time it is.
Cloud,I'll let Tifa and Aerith know.
Barret,"Huh, whaddya know. That's the door to the 4th ward."
Barret,But the door we used to get here is shut. So what now?
Cloud,The passages have to be connected somehow.
Cloud,Please.
Barret,"It's a PHS terminal. Call up Tifa, see if they can get to the central terminal."
Barret,Hey! You okay down there?
Cloud,Red!
Barret,Shit! He can't hold them off forever!
Barret,You should call Tifa.
Cloud,Right. On it.
Cloud,"Tifa, you there?"
Tifa,Is something wrong?
Cloud,Red fell to your level. Can you try to get to him?
Aerith,"Oh, no!"
Tifa,Come on!
Aerith,Sorry for the wait!
Tifa,"Now, let's get this over with!"
Tifa,Let's finish this!
Tifa,You okay?
Barret,Nice one!
Tifa,Have Cloud and Barret found anything?
Aerith,Maybe we can get to it instead.
Tifa,"Yeah, let's try."
Aerith,Look! An elevator!
Aerith,...And it's not moving.
Aerith,"For the record, I don't like this one bit."
Tifa,This was a good idea...right?
Aerith,Yep! Let's go give the others the news.
Cloud,That you?
Tifa,Yeah. We found an elevator on our side.
Cloud,Good. Glad to hear it.
Tifa,But...we can't use it for some reason.
Aerith,Hojo did something. I know it.
Tifa,We unlocked it on our side. You should be able to get in.
Cloud,Thanks. Wait for us there.
Barret,Right. Now we head back to that door.
Barret,"We, uh, made Wedge wait a while to be rescued."
Cloud,Guess so.
Barret,"You know, he really likes you."
Cloud,Maybe.
Barret,"Friendly guy, but he has a hard time opening up to people."
Cloud,Well...that makes two of us.
Barret,"He's got your back, though. Heh...makes two of us."
Cloud,Run!
Barret,Flyin' fishbot here's trying to turn us into mincemeat!
Barret,It's outta control!
Cloud,Dammit!
Tifa,What the—!?
Aerith,I think it's coming this way!
Aerith,That's enough.
Aerith,Yes! We got it to work.
Tifa,Could this be a trap?
Aerith,Don't worry. The elevators are safe.
Tifa,All right. If you say so.
Tifa,Huh? Are we there already?
Aerith,"No, something tells me that we aren't. Call it a hunch."
Barret,"We don't have all day, you know."
Tifa,I think it might be locked from this side.
Aerith,Should we open it up then?
Barret,Uh... Cloud...
Aerith,"Heya, guys!"
Barret,Oh...hey. Band's back together. Past time we got outta here and made our way to the roof.
Tifa,"Well, okay then. Looks like the elevator's working."
Barret,(laughs) Glad to hear he enjoyed the show.
Tifa,We're back...again.
Cloud,Yeah.
Barret,Hey.
Barret,What the hell's going on?
Tifa,Who would...?
Cloud,Let's go.
Barret,So what's above this floor?
Aerith,"Wait. Once we get in that elevator, there's no turning back."
Tifa,We're ready...right?
Cloud,Huh?
Cloud,I'm ready to do this. Let's go.
Barret,Where the hell is that bastard hiding?
Tifa,And Sephiroth?
Barret,"Well, well, well..."
Barret,"Thing is, I don't want your money."
Barret,I'm a man of modest dreams. Dropping you from seventy stories up would get me damn near to good.
Barret,More than this right here? Talk to me again like you know me.
Tifa,Barret!
Aerith,Stop it!
Barret,"You're gonna get on TV and tell 'em. Tell 'em what you did to Sector 7—that it was you who killed all those people! Then, you're gonna tell them the truth about Avalanche. That Avalanche ain't Wutai or anybody's puppet! That Avaalnche fights for the people—the planet! That we fight to hold Shinra to account for its crimes! That is Avalanche! The filthy sewer rats...who brought down a goliath! You tell 'em that."
Barret,Huh? Damn.
Barret,And what about you Mister President. What are your vaunted principles?
Barret,You son of a bitch!
Tifa,Barret!
Aerith,The source. Of everything.
Tifa,What's happening!?
Tifa,Barret! Are you hurt!?
Barret,Don't think so.
Barret,Thanks.
Cloud,Sephiroth!
Cloud,Everyone okay?
Barret,Hey. Get your man?
Cloud,He got away.
Barret,Huh. 'Bout time we made our escape too.
Cloud,Shit.
Barret,If it ain't Rufus Shinra. Heir to the throne himself.
Cloud,Yep.
Cloud,Stop.
Barret,Huh!? The hell I will! We can finish off the family here and now!
Cloud,Take Aerith and get outta here.
Cloud,I'll buy you guys some time.
Barret,I could stay here—back you up.
Cloud,Barret...I'm asking you. Please.
Barret,Fine. Have it your way then. But you better be right behind us.
Cloud,Ex-SOLDIER. I quit.
Cloud,Let's get this over with.
Cloud,Think you got my number?
Cloud,That's a new trick.
Cloud,Now it's just the two of us.
Cloud,It's on for real now?
Cloud,I could end this—here and now.
Tifa,You gotta be better than this...if you're gonna play the hero.
Barret,You've seen the both in action. You know they can. Besides—
Barret,What was that!?
Barret,Gotta believe they made it out.
Aerith,I hope so.
Barret,Dammit!
Barret,Screw it—we gotta go back!
Barret,"What, Red!?"
Barret,Get down!
Barret,Hey. Still in one piece?
Aerith,Yeah. Somehow.
Barret,"Oh, you gotta be kidding me!"
Barret,"Okay, you asked for it, mech! Open wide! And suck on this!"
Barret,"I was born ready, Red."
Barret,We piss it off?
Aerith,This doesn't look good!
Barret,Any ideas!?
Aerith,They all just...flew off.
Barret,"If more come, we're done."
Barret,Not this again!
Aerith,We can't hide! What do we do!?
Barret,"Damn, does it feel good to be alive!"
Barret,The hell they are!
Aerith,You're right. Let's go.
Barret,All we gotta do now is find the others.
Barret,Avalanche!
Aerith,Local florist!
Barret,Up your ass.
Barret,Aerith. You saved my Marlene. Now...it's time I returned the favor.
Aerith,Wait!
Aerith,Cloud!
Tifa,"Everyone, get in!"
Cloud,Let's roll.
Tifa,Okay!
Barret,Why's he always gotta— Whoa! Shit.
Barret,"Home free, Red!"
Barret,"Man, you need to lighten up. Hell, you might even try smiling."
Barret,"On second thought...maybe frowning suits you better. Hey, don't pout!"
Barret,Whoa! Are you guys seeing this!?
Aerith,Whispers.
Barret,It's like the whole damn building's made of 'em.
Cloud,Yeah.
Tifa,I don't understand. What are they doing?
Aerith,Who knows...
Barret,Wedge—you don't think he got caught up in it do you?
Tifa,"If he did, I hope he's okay..."
Barret,Who?
Barret,"This, we don't need."
Cloud,Time to go!
Barret,"They're gainin' on us! C'mon, step on it!"
Tifa,"I'm trying, but it won't go any faster!"
Barret,How the hell'd we get saddled with this junker!?
Barret,No...dammit...
Barret,Stubborn bastards!
Aerith,Look!
Tifa,Come on!
Barret,(laughs) And let that be a lesson to you!
Cloud,Heads up!
Barret,That chopper is all mine! I'll bring it down real quick!
Barret,"(laughs) Try catching us now, ya bastards!"
Aerith,What the—!?
Barret,Cloud! Keep your guard up!
Barret,That's it! Now seize the opening and attack!
Barret,Ha ha ha! How do you like that!?
Cloud,Get down!
Barret,Them again!?
Barret,Guess we owe you another!
Barret,"Shit! We got incoming! I'll take the chopper! The bikes are all yours, Cloud!"
Barret,"Ha! Think you can take us? Well think again, asshole!"
Barret,That's it—I'm takin' you down!
Barret,We done here!?
Cloud,You good?
Aerith,Somehow!
Barret,So now...they're on our side?
Barret,"Oh no, don't you dare!"
Barret,C'mon! You see the piece of shit we're driving here!?
Barret,Hey!
Tifa,Focus!
Aerith,I don't want any trouble!
Barret,Time to meet your maker!
Barret,"Okay, y'all! Let's finish him off! C'mon!"
Cloud,Copy! Go for the head.
Barret,Nice!
Barret,"Okay, asshole, let's—"
Aerith,Don't.
Aerith,And you... You're wrong.
Sephiroth,Those who look with clouded eyes see nothing but shadows.
Aerith,Everything about you is wrong.
Sephiroth,"All born are bound to her. Should this world be unmade, so too shall her children."
Cloud,The world won't end today. But you... You will.
Sephiroth,Listen.
Sephiroth,Destiny come.
Sephiroth,"I'm waiting, Cloud."
Aerith,This is the point of no return.
Aerith,Destiny's crossroads.
Cloud,Then why did you stop me?
Aerith,I'm not really sure.
Tifa,What will we find on the other side?
Aerith,"Freedom. Boundless, terrifying freedom. Like a great, never-ending sky. What you heard just now were the voices of the planet. Those born into this world. Who lived and who died. Who returned. They're howling in pain."
Cloud,Because of him? Sephiroth?
Aerith,"They... Their words...they don't reach him. All these moments and memories, precious and fleeting...they're like rain rolling off his back... And when they're gone, he won't cry...or shout...or anything. He'd tell you that he only cares about the planet. That he'd do everything in his power to protect and preserve it. But this isn't the way it's supposed to be. There's no greater threat to the planet than him. Sephiroth has to be stopped. He has to be. And that's why... I'm asking you to help me. I know that together, we can do this. But if we do... We'll be changing more than fate itself. If we succeed...if we win...we'll be changing ourselves... I guess...maybe, that's why I hesitated."
Cloud,"You said it yourself. He has to be stopped. And frankly, I've heard enough howling for a lifetime."
Aerith,Ready?
Tifa,Never tried to challenge destiny.
Cloud,Let's go.
Barret,Wouldn't be the first time I spit in destiny's eye. Whether you can see the seams or you can't...doesn't change that she's always trying to have it her way.
Barret,"Daddy's coming home real soon, honey!"
Barret,"Don't know about you, but looks normal to me."
Aerith,Over there.
Barret,"Okay, that ain't right!"
Barret,You're alive!
Cloud,Happy to see me?
Barret,Wouldn't go that far.
Cloud,"So that thing...that's a Whisper too, huh?"
Barret,"Looks a lot more like an ""arbiter of fate"" than the others."
Tifa,We can beat them.
Barret,Ha! Bring it on!
Barret,"Come on, that ain't fair!"
Cloud,Run!
Barret,We gotta go!
Cloud,Just go!
Barret,"Shit! Look out! Run dammit, run! Move your ass!"
Tifa,Dammit!
Barret,We gotta get outta here now!
Barret,Did we do it!?
Aerith,Hang on!
Tifa,Aerith!
Barret,What the hell did I just see?
Barret,Dammit! How do we stop these things!?
Cloud,These guys are right here.
Tifa,This can't be our future...
Aerith,The future is always a blank page.
Barret,Them again? Least they could do is give us a little breather!
Cloud,I say we split up. Take 'em down at the same time.
Barret,"In that case, ultra big boy's all mine!"
Cloud,"Bring it on, bitch!"
Cloud,Let's do this.
Tifa,Right!
Aerith,We can do this—together!
Aerith,"Barret, we're counting on you!"
Barret,Ain't no stoppin' us now!
Barret,Gotcha!
Aerith,"Red, you're up!"
Barret,I'm gonna show you what Avalanche is made of!
Tifa,"Barret, go for it!"
Aerith,We did it!
Tifa,Right.
Cloud,Where are we?
Sephiroth,"I'm waiting, Cloud."
Barret,What the hell is this!?
Cloud,Sephiroth...
Cloud,Let's finish this.
Sephiroth,"Fate is not to be taken lightly, Cloud."
Cloud,Shut up!
Tifa,Need some help?
Cloud,Don't know about need... Good to go?
Tifa,You know it!
Aerith,Did you miss me?
Cloud,Not really. He's tough.
Aerith,"Yeah, so what? Screw him."
Aerith,Tifa!
Tifa,What'd I miss?
Tifa,Aerith!
Aerith,Sorry I'm late!
Tifa,Barret!
Barret,Ain't you two havin' fun!
Aerith,Barret!
Barret,Better late than never!
Cloud,Let's go.
Tifa,Barret!
Aerith,Welcome back.
Barret,We get him!?
Aerith,Tifa!
Barret,Bout time you showed!
Barret,We get him!?
Tifa,Aerith!
Barret,Bout time you showed!
Aerith,We can do this. We can. We can change it—make it right!
Barret,Go!
Sephiroth,Careful now. That which lies ahead...does not yet exist.
Sephiroth,Our world will become a part of it...one day. But I...will not end. Nor will I have you end.
Cloud,This is...?
Sephiroth,"The edge of creation. Cloud, lend me your strength. Let us defy destiny...together."
Cloud,Never.
Sephiroth,Not yet. Seven seconds till the end. Time enough for you. Perhaps. But what will you do with it? Let's see.
Barret,Marlene!
Barret,I'll come back.
Tifa,So...what now?
Cloud,"Sephiroth. Long as he's still out there, I..."
Barret,I thought you beat him.
Aerith,We can. We will.
Tifa,Count me in.
Barret,"I'm in too! Bastard wants to destroy the whole planet, doesn't he? An enemy of hers is an enemy of Avalanche!"
Aerith,I miss it. The steel sky.
Yuffie,"(hums ""Yuffie's Theme"")"
Yuffie,"Well, guys... Your girl finally made it to Midgar."
Yuffie,Whoa...
Yuffie,Awha! (screams)
Yuffie,(sniffs) Blech!
Yuffie,"You got this, Yuffie! Mm-hm."
Yuffie,"My name is Yuffie, materia hunter and elite special forces operative for the new Wutai government. I have orders to infiltrate Shinra headquarters and steal their ultimate materia. To prove to our common enemy that Wutai is not to be trifled with. Members of Avalanche...with your full support... We got this!"
Yuffie,"So, members of Avalanche... Where are you!? Come get me already!"
Yuffie,Okay. If I was a man in a moogle hat...
Yuffie,"Wait, does this mean what I think it does? Interesting... So, I gotta come to you, do I? You got some nerve! (chuckles)"
Yuffie,Hmph! Guess you're never far from a rat in Midgar! Let's see what you've got!
Yuffie,"Well, that was easy! And my search for the elusive moogle continues."
Yuffie,Huh?
Yuffie,(sighs) No pom...
Yuffie,You okay? Anybody home?
Yuffie,"Well, guess I'm not going anywhere until I get that elevator moving."
Yuffie,"(chuckles) Ah, I never cease to amaze myself."
Yuffie,"Yeesh, this town's a total dump. I thought Midgar was supposed to be ""the marvel of the modern world."" Talk about false advertising. ""City of Mako""? ""City of Garbage,"" more like."
Yuffie,Huh? I gotta do something!
Yuffie,Ah... You'll do the trick. Come on down!
Yuffie,Sweet! Now to save the day!
Yuffie,"Have no fear, Yuffie's here!"
Yuffie,"Uh, so...not even a ""thank you""?"
Yuffie,This is too weird...
Yuffie,"Hn, hn, hah! Okay...! You got this!"
Yuffie,"Huh, okay... That rotten egg smell's gone. Must've gotten used to it. Hah. Way things are goin', I'll be workin' for Shinra next. Nice try, Midgar."
Yuffie,I'm talkin' to myself. City's getting to me!
Yuffie,"Oh, oh, oh! Whadda we have here!? (chuckles) Man, that's gotta be Avalanche! Not bad. Not bad at all... But I can do better!"
Yuffie,Wha...? There's our pom!
Yuffie,"So, you're Avalanche?"
Yuffie,Wha—? W-wait up!
Yuffie,"So, Zhijie, why didn't you come meet me before?"
Yuffie,"I may be elite, but it's not like I've ever been to Midgar. ...And what exactly is a ""W"" anyway?"
Yuffie,Uh-huh...
Yuffie,"This ""kid"" could kick your ass!"
Yuffie,"Oh, don't worry. I know exactly what you're saying!"
Yuffie,And let you walk all over me?
Yuffie,"Hi. My name is Yuffie, materia hunter and elite special forces operative for the new Wutai government. I have orders to infiltrate Shinra HQ and steal their ultimate materia. To prove to our common enemy that Wutai is not to be trifled with. Members of Avalanche, with your full support... We got this!"
Yuffie,"You better believe it! So, did you guys meet Sonon yet? He was supposed to be here."
Yuffie,"Oh he does, does he!?"
Yuffie,As if. Ninjas always travel light. It's like a rule.
Yuffie,But I did bring these—Wutai's famous Da-chao beans. Eat up. And here you go.
Yuffie,Then why don't I join ya!?
Yuffie,Huh?
Yuffie,With all the noise in this city? Im-freakin'-possible. How about you tell me where in the Shinra Building they're keeping that materia instead. Don't hold out on me now. I know you know.
Yuffie,"I see... So... Shinra hides its top secret materia in the basement. (chuckles) You won't have to wait much longer, my precious...I promise."
Yuffie,"You're welcome. So, the materia I'm looking for is in the Shinra Building, right? And where is that, exactly?"
Yuffie,What did you just say?
Yuffie,"Oh, that one. Why didn't you say so?"
Yuffie,"I just wanna make sure I have the plan down pat. You know, like how to get up top and all that."
Yuffie,Sit tight? But I wanna go now...
Yuffie,Harsh.
Yuffie,What's Wall Market?
Yuffie,Mature tastes...
Yuffie,"No, I think I get it. Like bars filled with smoke so thick you can't even see, and drinks so bitter you wanna spit 'em right back out!"
Yuffie,"Where everyone gets drunk and complains about how ""Kids just don't understand the value of hard work. They'll be the death of society."" Ugh, how can they not see that they're the ones destryoing it!?"
Yuffie,"Wutai's got a place like that, where grown-ups drink their lives away. It's called the ""Happy Turtle."""
Yuffie,"You do, huh? (gasp) They're taking down Midgar one citizen at a time!"
Yuffie,"I salute you, Happy Turtle!"
Yuffie,I oughta find him! Man deserves some Da-chao beans.
Yuffie,Huh? Uh...course I do! Why wouldn't I? It's that thing that...stimulates...modulation.
Yuffie,Uh-huh...
Yuffie,"I really don't have time to be playin' around with some stimulator. But, just to be polite, I guess I'll take it for a spin."
Yuffie,"""Fort...Condor""?"
Yuffie,"Uh, yes I have! And what's more, I'm awesome at it. I'll whoop you so hard, you'll wonder if you ever knew the rules!"
Yuffie,You mean you didn't lose on purpose? ...Wow.
Yuffie,I've kinda got better things to do.
Yuffie,Materia!?
Yuffie,Whatever! Bring it on!
Yuffie,Ugh... Al this talking's giving me a headache. I'm gonna go do some recon.
